source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,Bus,11.0,34.0,36.0,22.0,40,1.82
Andhra Pradesh,Nellore,Tamil Nadu,Salem,2W,11.0,479.0,11.0,22.0,60,2.73
Tamil Nadu,Chennai,Tamil Nadu,Salem,4W,150.0,215.0,24.0,7.4,60,8.11
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,2W,50.0,515.0,3.0,7.4,40,5.41
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,50.0,25.0,44.0,3.3,30,9.09
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,3W,7.2,39.0,22.0,50.0,75,1.5
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,Bus,50.0,417.0,25.0,3.3,40,12.12
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,22.0,66.0,25.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,Bus,50.0,366.0,46.0,22.0,30,1.36
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,3W,50.0,126.0,13.0,11.0,60,5.45
Tamil Nadu,Chennai,Tamil Nadu,Chennai,4W,22.0,149.0,41.0,7.4,75,10.14
Tamil Nadu,Vellore,Tamil Nadu,Salem,3W,22.0,444.0,25.0,11.0,50,4.55
Andhra Pradesh,Madurai,Tamil Nadu,Salem,2W,150.0,392.0,22.0,100.0,75,0.75
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,3W,150.0,477.0,37.0,100.0,60,0.6
Tamil Nadu,Salem,Tamil Nadu,Chennai,4W,3.3,447.0,47.0,100.0,20,0.2
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,4W,22.0,304.0,20.0,50.0,75,1.5
Tamil Nadu,Salem,Andhra Pradesh,Guntur,2W,3.3,110.0,34.0,7.4,75,10.14
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,2W,22.0,364.0,46.0,11.0,40,3.64
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,50.0,295.0,7.0,50.0,50,1.0
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,4W,100.0,304.0,5.0,100.0,40,0.4
Tamil Nadu,Chennai,Tamil Nadu,Guntur,2W,100.0,416.0,28.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,22.0,598.0,3.0,3.3,50,15.15
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,3W,22.0,539.0,7.0,100.0,30,0.3
Tamil Nadu,Salem,Tamil Nadu,Madurai,4W,3.3,353.0,11.0,100.0,50,0.5
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,Bus,11.0,285.0,42.0,100.0,30,0.3
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,Bus,22.0,423.0,6.0,7.4,30,4.05
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,150.0,304.0,37.0,22.0,20,0.91
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,100.0,567.0,12.0,3.3,60,18.18
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,100.0,293.0,26.0,7.4,50,6.76
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,150.0,179.0,11.0,11.0,60,5.45
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,Bus,22.0,456.0,9.0,7.4,30,4.05
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,2W,11.0,240.0,35.0,100.0,20,0.2
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,Bus,100.0,401.0,45.0,3.3,75,22.73
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,4W,22.0,598.0,19.0,7.4,60,8.11
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,100.0,431.0,34.0,100.0,20,0.2
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,Bus,22.0,387.0,26.0,7.4,75,10.14
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,3W,7.2,304.0,3.0,7.4,50,6.76
Andhra Pradesh,Vellore,Tamil Nadu,Chennai,Bus,7.2,62.0,44.0,50.0,40,0.8
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,4W,100.0,541.0,36.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,3W,11.0,255.0,1.0,50.0,40,0.8
Tamil Nadu,Madurai,Tamil Nadu,Chennai,4W,7.2,521.0,19.0,7.4,60,8.11
Tamil Nadu,Salem,Tamil Nadu,Madurai,3W,50.0,420.0,40.0,11.0,75,6.82
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,4W,100.0,572.0,26.0,3.3,75,22.73
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,4W,22.0,175.0,32.0,100.0,60,0.6
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,3.3,46.0,29.0,22.0,20,0.91
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,Bus,50.0,261.0,15.0,7.4,30,4.05
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,Bus,50.0,221.0,28.0,7.4,30,4.05
Tamil Nadu,Vellore,Tamil Nadu,Chennai,4W,3.3,518.0,44.0,50.0,30,0.6
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,11.0,369.0,42.0,3.3,20,6.06
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,50.0,501.0,14.0,22.0,20,0.91
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,150.0,443.0,38.0,3.3,60,18.18
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,4W,3.3,595.0,40.0,7.4,40,5.41
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,Bus,22.0,365.0,27.0,50.0,20,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,Bus,3.3,547.0,12.0,22.0,40,1.82
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,Bus,100.0,535.0,23.0,50.0,50,1.0
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,2W,22.0,561.0,4.0,22.0,75,3.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,7.2,474.0,8.0,3.3,60,18.18
Tamil Nadu,Salem,Andhra Pradesh,Nellore,4W,50.0,10.0,39.0,100.0,40,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Salem,2W,100.0,81.0,9.0,22.0,20,0.91
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,4W,100.0,579.0,28.0,7.4,30,4.05
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,2W,11.0,213.0,25.0,100.0,50,0.5
Andhra Pradesh,Coimbatore,Andhra Pradesh,Vijayawada,4W,50.0,395.0,29.0,7.4,60,8.11
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,3W,150.0,304.0,6.0,100.0,20,0.2
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,2W,100.0,457.0,37.0,11.0,60,5.45
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,3.3,439.0,31.0,100.0,40,0.4
Andhra Pradesh,Salem,Andhra Pradesh,Kurnool,2W,7.2,281.0,30.0,50.0,60,1.2
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,2W,22.0,558.0,43.0,7.4,20,2.7
Tamil Nadu,Salem,Tamil Nadu,Madurai,2W,22.0,540.0,36.0,7.4,75,10.14
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,2W,11.0,99.0,30.0,11.0,30,2.73
Andhra Pradesh,Kurnool,Tamil Nadu,Guntur,4W,22.0,597.0,40.0,7.4,40,5.41
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,3W,3.3,179.0,19.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,2W,3.3,529.0,5.0,7.4,50,6.76
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,Bus,22.0,301.0,5.0,11.0,75,6.82
Andhra Pradesh,Coimbatore,Andhra Pradesh,Guntur,3W,150.0,313.0,8.0,3.3,40,12.12
Andhra Pradesh,Nellore,Tamil Nadu,Tirupati,3W,7.2,576.0,32.0,11.0,50,4.55
Tamil Nadu,Vellore,Tamil Nadu,Vellore,4W,7.2,251.0,34.0,7.4,40,5.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,7.2,178.0,3.0,11.0,30,2.73
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,2W,100.0,295.0,24.0,50.0,20,0.4
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,4W,50.0,520.0,14.0,22.0,30,1.36
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,50.0,92.0,37.0,100.0,60,0.6
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,150.0,329.0,30.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,4W,22.0,245.0,46.0,22.0,30,1.36
Tamil Nadu,Chennai,Tamil Nadu,Madurai,Bus,3.3,71.0,11.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Tamil Nadu,Vijayawada,4W,3.3,202.0,3.0,22.0,60,2.73
Andhra Pradesh,Salem,Tamil Nadu,Madurai,Bus,100.0,112.0,34.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,3W,100.0,178.0,16.0,50.0,40,0.8
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,50.0,527.0,45.0,11.0,50,4.55
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,Bus,100.0,436.0,23.0,100.0,20,0.2
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,50.0,398.0,29.0,7.4,40,5.41
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,2W,100.0,411.0,38.0,22.0,50,2.27
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,Bus,22.0,530.0,4.0,3.3,50,15.15
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,4W,50.0,147.0,3.0,7.4,60,8.11
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,3.3,171.0,31.0,7.4,30,4.05
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,22.0,230.0,15.0,7.4,75,10.14
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,3.3,304.0,8.0,22.0,40,1.82
Andhra Pradesh,Tirupati,Andhra Pradesh,Nellore,4W,22.0,77.0,26.0,3.3,40,12.12
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,100.0,565.0,34.0,50.0,30,0.6
Andhra Pradesh,Guntur,Tamil Nadu,Salem,4W,50.0,299.0,47.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,7.2,464.0,37.0,50.0,50,1.0
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,3W,7.2,512.0,25.0,3.3,20,6.06
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,3W,100.0,22.0,23.0,22.0,60,2.73
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,100.0,265.0,20.0,50.0,40,0.8
Tamil Nadu,Salem,Andhra Pradesh,Guntur,Bus,7.2,489.0,30.0,100.0,40,0.4
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,4W,100.0,72.0,45.0,11.0,50,4.55
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,Bus,3.3,334.0,48.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,Bus,7.2,422.0,21.0,11.0,50,4.55
Andhra Pradesh,Chennai,Tamil Nadu,Coimbatore,2W,22.0,169.0,24.0,100.0,30,0.3
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,22.0,75.0,14.0,22.0,20,0.91
Andhra Pradesh,Tirupati,Tamil Nadu,Chennai,3W,50.0,145.0,42.0,11.0,50,4.55
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,2W,150.0,553.0,11.0,22.0,30,1.36
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,3W,100.0,316.0,14.0,22.0,30,1.36
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,22.0,325.0,12.0,50.0,75,1.5
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,Bus,22.0,165.0,25.0,22.0,75,3.41
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,50.0,403.0,21.0,7.4,50,6.76
Tamil Nadu,Madurai,Tamil Nadu,Salem,4W,50.0,463.0,25.0,50.0,20,0.4
Andhra Pradesh,Kurnool,Tamil Nadu,Tirupati,3W,22.0,142.0,15.0,22.0,20,0.91
Tamil Nadu,Chennai,Tamil Nadu,Tirupati,Bus,50.0,161.0,4.0,22.0,50,2.27
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,3.3,465.0,31.0,22.0,20,0.91
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,3W,7.2,160.0,37.0,3.3,20,6.06
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,3.3,44.0,46.0,3.3,50,15.15
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,3W,11.0,79.0,4.0,50.0,50,1.0
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,Bus,22.0,381.0,35.0,7.4,50,6.76
Tamil Nadu,Vellore,Tamil Nadu,Vellore,Bus,7.2,516.0,9.0,50.0,40,0.8
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,150.0,519.0,47.0,100.0,40,0.4
Andhra Pradesh,Vellore,Andhra Pradesh,Tirupati,4W,3.3,524.0,31.0,3.3,50,15.15
Tamil Nadu,Vellore,Tamil Nadu,Chennai,4W,3.3,340.0,46.0,100.0,20,0.2
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,4W,11.0,332.0,4.0,100.0,40,0.4
Tamil Nadu,Chennai,Tamil Nadu,Salem,Bus,50.0,577.0,39.0,50.0,60,1.2
Tamil Nadu,Madurai,Tamil Nadu,Madurai,2W,100.0,400.0,9.0,11.0,20,1.82
Tamil Nadu,Salem,Tamil Nadu,Chennai,3W,22.0,300.0,33.0,7.4,40,5.41
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,100.0,204.0,43.0,100.0,50,0.5
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,3W,150.0,69.0,41.0,22.0,40,1.82
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,3W,50.0,276.0,22.0,22.0,40,1.82
Tamil Nadu,Vellore,Tamil Nadu,Kurnool,2W,150.0,289.0,13.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,100.0,73.0,47.0,50.0,30,0.6
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,2W,100.0,449.0,38.0,7.4,40,5.41
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,22.0,393.0,3.0,11.0,30,2.73
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,3.3,215.0,17.0,50.0,75,1.5
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,2W,22.0,449.0,25.0,22.0,20,0.91
Tamil Nadu,Salem,Tamil Nadu,Madurai,2W,22.0,307.0,41.0,7.4,60,8.11
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,Bus,3.3,407.0,4.0,7.4,20,2.7
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,3W,100.0,274.0,43.0,50.0,75,1.5
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,3.3,593.0,17.0,50.0,20,0.4
Andhra Pradesh,Kurnool,Andhra Pradesh,Nellore,2W,50.0,150.0,13.0,3.3,50,15.15
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,3W,22.0,279.0,42.0,100.0,40,0.4
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,3.3,376.0,26.0,22.0,75,3.41
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,3W,3.3,572.0,19.0,50.0,60,1.2
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,4W,100.0,523.0,12.0,3.3,40,12.12
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,3W,22.0,103.0,47.0,22.0,75,3.41
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,3W,22.0,57.0,48.0,11.0,40,3.64
Andhra Pradesh,Coimbatore,Andhra Pradesh,Vijayawada,4W,11.0,68.0,13.0,3.3,30,9.09
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,4W,7.2,115.0,24.0,3.3,60,18.18
Tamil Nadu,Salem,Andhra Pradesh,Guntur,3W,150.0,191.0,46.0,3.3,20,6.06
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,Bus,3.3,378.0,21.0,3.3,50,15.15
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,7.2,191.0,19.0,50.0,60,1.2
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,2W,22.0,592.0,20.0,50.0,30,0.6
Tamil Nadu,Salem,Tamil Nadu,Vijayawada,2W,22.0,554.0,24.0,11.0,40,3.64
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,100.0,40.0,9.0,100.0,40,0.4
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,3W,11.0,513.0,28.0,50.0,50,1.0
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,Bus,3.3,235.0,23.0,22.0,20,0.91
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,4W,3.3,53.0,5.0,22.0,40,1.82
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,2W,22.0,524.0,40.0,22.0,20,0.91
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,Bus,100.0,557.0,6.0,100.0,20,0.2
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,Bus,50.0,431.0,35.0,50.0,20,0.4
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,150.0,74.0,9.0,3.3,30,9.09
Tamil Nadu,Salem,Tamil Nadu,Vellore,2W,11.0,260.0,25.0,100.0,75,0.75
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,3W,100.0,190.0,26.0,3.3,50,15.15
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,Bus,150.0,548.0,39.0,7.4,30,4.05
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,11.0,304.0,26.0,50.0,20,0.4
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Bus,7.2,288.0,47.0,11.0,20,1.82
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,7.2,183.0,17.0,22.0,60,2.73
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,3W,22.0,448.0,14.0,100.0,40,0.4
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,Bus,3.3,25.0,34.0,50.0,50,1.0
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,3W,22.0,336.0,16.0,7.4,75,10.14
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,4W,150.0,176.0,49.0,50.0,30,0.6
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,3.3,583.0,39.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,150.0,325.0,39.0,11.0,75,6.82
Andhra Pradesh,Nellore,Andhra Pradesh,Tirupati,3W,11.0,208.0,43.0,50.0,30,0.6
Andhra Pradesh,Guntur,Tamil Nadu,Coimbatore,4W,100.0,14.0,17.0,22.0,30,1.36
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,3W,11.0,599.0,17.0,100.0,75,0.75
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,4W,150.0,353.0,26.0,3.3,75,22.73
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,7.2,71.0,2.0,7.4,30,4.05
Andhra Pradesh,Nellore,Tamil Nadu,Salem,4W,11.0,250.0,5.0,50.0,40,0.8
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,2W,11.0,473.0,15.0,3.3,40,12.12
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,2W,11.0,562.0,25.0,7.4,60,8.11
Andhra Pradesh,Madurai,Tamil Nadu,Tirupati,4W,150.0,17.0,25.0,100.0,20,0.2
Andhra Pradesh,Nellore,Tamil Nadu,Salem,Bus,11.0,310.0,41.0,3.3,40,12.12
Andhra Pradesh,Kurnool,Andhra Pradesh,Guntur,2W,150.0,332.0,2.0,3.3,30,9.09
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,2W,100.0,387.0,16.0,50.0,30,0.6
Tamil Nadu,Salem,Tamil Nadu,Salem,3W,7.2,293.0,3.0,22.0,60,2.73
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,Bus,11.0,269.0,16.0,11.0,40,3.64
Andhra Pradesh,Kurnool,Tamil Nadu,Vellore,3W,7.2,45.0,19.0,11.0,20,1.82
Tamil Nadu,Chennai,Tamil Nadu,Salem,4W,22.0,180.0,49.0,11.0,30,2.73
Andhra Pradesh,Coimbatore,Andhra Pradesh,Kurnool,4W,22.0,307.0,9.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,Bus,50.0,108.0,4.0,50.0,20,0.4
Andhra Pradesh,Tirupati,Andhra Pradesh,Kurnool,Bus,50.0,405.0,24.0,11.0,20,1.82
Tamil Nadu,Coimbatore,Andhra Pradesh,Nellore,3W,50.0,548.0,21.0,3.3,60,18.18
Tamil Nadu,Salem,Tamil Nadu,Vijayawada,2W,100.0,580.0,42.0,7.4,20,2.7
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,4W,22.0,320.0,7.0,50.0,30,0.6
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,3W,22.0,191.0,27.0,7.4,20,2.7
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,2W,7.2,37.0,25.0,50.0,20,0.4
Tamil Nadu,Vellore,Tamil Nadu,Madurai,2W,22.0,211.0,45.0,22.0,40,1.82
Andhra Pradesh,Vijayawada,Tamil Nadu,Coimbatore,3W,22.0,424.0,11.0,7.4,60,8.11
Tamil Nadu,Salem,Tamil Nadu,Salem,3W,150.0,588.0,28.0,22.0,75,3.41
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,3W,22.0,540.0,18.0,11.0,40,3.64
Andhra Pradesh,Tirupati,Andhra Pradesh,Guntur,Bus,3.3,391.0,13.0,22.0,60,2.73
Tamil Nadu,Madurai,Tamil Nadu,Kurnool,4W,3.3,362.0,9.0,100.0,40,0.4
Andhra Pradesh,Coimbatore,Andhra Pradesh,Nellore,3W,7.2,459.0,32.0,11.0,60,5.45
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,4W,22.0,28.0,16.0,3.3,30,9.09
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,4W,11.0,551.0,41.0,7.4,20,2.7
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,2W,3.3,304.0,22.0,11.0,20,1.82
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,Bus,100.0,304.0,25.0,11.0,30,2.73
Tamil Nadu,Vellore,Andhra Pradesh,Tirupati,4W,3.3,372.0,49.0,11.0,20,1.82
Tamil Nadu,Madurai,Andhra Pradesh,Kurnool,3W,7.2,351.0,11.0,100.0,40,0.4
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,Bus,150.0,310.0,21.0,11.0,50,4.55
Tamil Nadu,Chennai,Tamil Nadu,Chennai,3W,150.0,426.0,1.0,11.0,20,1.82
Andhra Pradesh,Kurnool,Tamil Nadu,Tirupati,3W,3.3,548.0,29.0,3.3,20,6.06
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,4W,22.0,111.0,6.0,100.0,20,0.2
Tamil Nadu,Chennai,Tamil Nadu,Chennai,3W,3.3,76.0,23.0,3.3,60,18.18
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,3W,100.0,156.0,45.0,100.0,20,0.2
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,3W,150.0,404.0,43.0,11.0,60,5.45
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,4W,7.2,586.0,48.0,100.0,75,0.75
Andhra Pradesh,Vijayawada,Tamil Nadu,Vellore,2W,50.0,132.0,30.0,3.3,60,18.18
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,2W,11.0,252.0,20.0,11.0,60,5.45
Tamil Nadu,Vellore,Tamil Nadu,Salem,Bus,7.2,343.0,25.0,7.4,30,4.05
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,2W,11.0,276.0,3.0,100.0,30,0.3
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,2W,50.0,13.0,3.0,3.3,40,12.12
Andhra Pradesh,Coimbatore,Tamil Nadu,Tirupati,4W,150.0,186.0,8.0,50.0,40,0.8
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,4W,22.0,192.0,35.0,11.0,60,5.45
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,4W,100.0,159.0,17.0,22.0,30,1.36
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,11.0,246.0,19.0,7.4,30,4.05
Tamil Nadu,Salem,Andhra Pradesh,Guntur,4W,50.0,45.0,11.0,11.0,75,6.82
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,3W,50.0,477.0,10.0,22.0,75,3.41
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,22.0,404.0,7.0,50.0,75,1.5
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,4W,7.2,564.0,31.0,50.0,60,1.2
Tamil Nadu,Salem,Tamil Nadu,Chennai,2W,7.2,311.0,39.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,2W,100.0,291.0,30.0,100.0,75,0.75
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,4W,22.0,158.0,12.0,100.0,50,0.5
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,2W,50.0,70.0,3.0,50.0,30,0.6
Andhra Pradesh,Coimbatore,Tamil Nadu,Madurai,3W,150.0,408.0,7.0,50.0,75,1.5
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,3.3,29.0,7.0,100.0,30,0.3
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,4W,11.0,500.0,1.0,100.0,20,0.2
Andhra Pradesh,Guntur,Tamil Nadu,Madurai,Bus,3.3,140.0,11.0,22.0,60,2.73
Tamil Nadu,Chennai,Tamil Nadu,Madurai,Bus,3.3,492.0,27.0,11.0,50,4.55
Tamil Nadu,Vellore,Tamil Nadu,Chennai,Bus,7.2,524.0,28.0,3.3,20,6.06
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,Bus,3.3,230.0,19.0,7.4,30,4.05
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,11.0,362.0,17.0,50.0,20,0.4
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,4W,3.3,479.0,18.0,3.3,50,15.15
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,4W,150.0,183.0,26.0,100.0,60,0.6
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,Bus,3.3,596.0,7.0,22.0,30,1.36
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,2W,100.0,486.0,49.0,50.0,30,0.6
