source_state,source_city,destination_state,destination_city,vehicle_type,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,distance_per_station,charging_efficiency,energy_per_km
Tamil Nadu,Vellore,Unknown,Madurai,3W,7.2,453.0,2.0,100.0,40,0.4,151.0,0.39603960396039606,0.0881057268722467
Andhra Pradesh,Guntur,Andhra Pradesh,Vijayawada,2W,22.0,24.0,18.0,3.3,50,15.15,1.263157894736842,11.627906976744187,2.0
Andhra Pradesh,Nellore,Tamil Nadu,Coimbatore,4W,50.0,306.0,44.0,3.3,50,15.15,6.8,11.627906976744187,0.16286644951140064
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,3W,150.0,585.0,6.0,11.0,60,5.45,83.57142857142857,5.0,0.10238907849829351
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,4W,50.0,174.0,26.0,50.0,60,1.2,6.444444444444445,1.1764705882352942,0.34285714285714286
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,Bus,150.0,133.0,36.0,100.0,20,0.2,3.5945945945945947,0.19801980198019803,0.14925373134328357
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,3W,50.0,294.0,17.0,50.0,50,1.0,16.333333333333332,0.9803921568627451,0.1694915254237288
Andhra Pradesh,Vijayawada,Andhra Pradesh,Unknown,Bus,3.3,515.0,23.0,22.0,75,3.41,21.458333333333332,3.260869565217391,0.14534883720930233
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,7.2,324.0,9.0,50.0,40,0.8,32.4,0.7843137254901961,0.12307692307692308
Andhra Pradesh,Nellore,Tamil Nadu,Chennai,Bus,100.0,150.0,26.0,3.3,75,22.73,5.555555555555555,17.441860465116278,0.4966887417218543
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Unknown,11.0,242.0,10.0,50.0,50,1.0,22.0,0.9803921568627451,0.205761316872428
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,Unknown,7.2,44.0,2.0,100.0,50,0.5,14.666666666666666,0.49504950495049505,1.1111111111111112
Tamil Nadu,Coimbatore,Andhra Pradesh,Kurnool,Bus,22.0,26.0,22.0,11.0,60,5.45,1.1304347826086956,5.0,2.2222222222222223
Andhra Pradesh,Nellore,Tamil Nadu,Salem,4W,11.0,283.0,17.0,50.0,30,0.6,15.722222222222221,0.5882352941176471,0.1056338028169014
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,2W,3.3,326.0,18.0,7.4,60,8.11,17.157894736842106,7.142857142857142,0.1834862385321101
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,4W,100.0,357.0,47.0,7.4,75,10.14,7.4375,8.928571428571429,0.20949720670391062
Tamil Nadu,Vellore,Tamil Nadu,Madurai,3W,50.0,549.0,41.0,7.4,20,2.7,13.071428571428571,2.380952380952381,0.03636363636363636
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Bus,22.0,159.0,4.0,22.0,40,1.82,31.8,1.7391304347826086,0.25
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,Bus,3.3,304.0,44.0,7.4,50,6.76,6.7555555555555555,5.9523809523809526,0.16393442622950818
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,4W,11.0,542.0,33.0,3.3,60,18.18,15.941176470588236,13.953488372093023,0.11049723756906077
Andhra Pradesh,Kurnool,Unknown,Tirupati,4W,22.0,187.0,21.0,50.0,30,0.6,8.5,0.5882352941176471,0.1595744680851064
Unknown,Tirupati,Tamil Nadu,Coimbatore,Unknown,150.0,231.0,38.0,11.0,50,4.55,5.923076923076923,4.166666666666667,0.21551724137931033
Tamil Nadu,Chennai,Tamil Nadu,Vellore,Bus,11.0,298.0,29.0,50.0,75,1.5,9.933333333333334,1.4705882352941178,0.2508361204013378
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,150.0,454.0,2.0,50.0,50,1.0,151.33333333333334,0.9803921568627451,0.10989010989010989
Tamil Nadu,Coimbatore,Tamil Nadu,Vellore,Unknown,150.0,285.0,45.0,50.0,40,0.8,6.195652173913044,0.7843137254901961,0.13986013986013987
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,3W,3.3,304.0,15.0,11.0,40,3.64,19.0,3.3333333333333335,0.13114754098360656
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,3W,7.2,26.0,47.0,7.4,50,6.76,0.5416666666666666,5.9523809523809526,1.8518518518518519
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,2W,22.0,293.0,16.0,7.4,60,8.11,17.235294117647058,7.142857142857142,0.20408163265306123
Tamil Nadu,Salem,Tamil Nadu,Coimbatore,2W,150.0,63.0,14.0,7.4,20,2.7,4.2,2.380952380952381,0.3125
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,Bus,7.2,470.0,7.0,100.0,50,0.5,58.75,0.49504950495049505,0.10615711252653928
Unknown,Tirupati,Unknown,Vellore,Bus,50.0,378.0,8.0,100.0,30,0.3,42.0,0.297029702970297,0.079155672823219
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,Bus,22.0,156.0,28.0,11.0,60,5.45,5.379310344827586,5.0,0.3821656050955414
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,3W,100.0,156.0,27.0,100.0,50,0.5,5.571428571428571,0.49504950495049505,0.3184713375796178
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,3W,7.2,234.0,18.0,11.0,30,2.73,12.31578947368421,2.5,0.1276595744680851
Tamil Nadu,Madurai,Tamil Nadu,Madurai,4W,3.3,555.0,43.0,22.0,50,2.27,12.613636363636363,2.1739130434782608,0.08992805755395683
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,3W,100.0,570.0,11.0,50.0,60,1.2,47.5,1.1764705882352942,0.10507880910683012
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,100.0,311.0,31.0,7.4,50,6.76,9.71875,5.9523809523809526,0.16025641025641027
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,2W,50.0,66.0,5.0,22.0,40,1.82,11.0,1.7391304347826086,0.5970149253731343
Tamil Nadu,Salem,Tamil Nadu,Salem,Bus,11.0,189.0,13.0,7.4,20,2.7,13.5,2.380952380952381,0.10526315789473684
Andhra Pradesh,Vijayawada,Andhra Pradesh,Tirupati,Bus,11.0,390.0,30.0,11.0,40,3.64,12.580645161290322,3.3333333333333335,0.10230179028132992
Andhra Pradesh,Vijayawada,Tamil Nadu,Salem,2W,22.0,313.0,28.0,3.3,75,22.73,10.793103448275861,17.441860465116278,0.23885350318471338
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,4W,150.0,376.0,21.0,7.4,50,6.76,17.09090909090909,5.9523809523809526,0.13262599469496023
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,7.2,406.0,45.0,22.0,30,1.36,8.826086956521738,1.3043478260869565,0.07371007371007371
Unknown,Madurai,Tamil Nadu,Chennai,Bus,50.0,10.0,16.0,50.0,75,1.5,0.5882352941176471,1.4705882352941178,6.818181818181818
Tamil Nadu,Chennai,Andhra Pradesh,Kurnool,Unknown,7.2,276.0,18.0,50.0,40,0.8,14.526315789473685,0.7843137254901961,0.1444043321299639
Tamil Nadu,Chennai,Unknown,Chennai,Bus,50.0,559.0,27.0,7.4,30,4.05,19.964285714285715,3.571428571428571,0.05357142857142857
Andhra Pradesh,Unknown,Andhra Pradesh,Vijayawada,Unknown,50.0,324.0,6.0,50.0,30,0.6,46.285714285714285,0.5882352941176471,0.09230769230769231
Andhra Pradesh,Kurnool,Tamil Nadu,Coimbatore,Bus,3.3,567.0,41.0,11.0,30,2.73,13.5,2.5,0.0528169014084507
Andhra Pradesh,Vijayawada,Tamil Nadu,Unknown,Bus,100.0,57.0,35.0,3.3,40,12.12,1.5833333333333333,9.30232558139535,0.6896551724137931
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,4W,3.3,165.0,27.0,11.0,75,6.82,5.892857142857143,6.25,0.45180722891566266
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,3.3,304.0,32.0,11.0,75,6.82,9.212121212121213,6.25,0.2459016393442623
Andhra Pradesh,Vijayawada,Andhra Pradesh,Vijayawada,3W,7.2,564.0,34.0,50.0,40,0.8,16.114285714285714,0.7843137254901961,0.07079646017699115
Tamil Nadu,Madurai,Tamil Nadu,Salem,Bus,3.3,461.0,18.0,50.0,60,1.2,24.263157894736842,1.1764705882352942,0.12987012987012986
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,3W,7.2,242.0,30.0,50.0,20,0.4,7.806451612903226,0.39215686274509803,0.0823045267489712
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,4W,150.0,291.0,46.0,11.0,60,5.45,6.191489361702128,5.0,0.2054794520547945
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,2W,7.2,378.0,24.0,50.0,40,0.8,15.12,0.7843137254901961,0.10554089709762533
Tamil Nadu,Coimbatore,Tamil Nadu,Chennai,Bus,11.0,547.0,12.0,11.0,30,2.73,42.07692307692308,2.5,0.05474452554744526
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,100.0,282.0,26.0,11.0,40,3.64,10.444444444444445,3.3333333333333335,0.1413427561837456
Tamil Nadu,Coimbatore,Andhra Pradesh,Vijayawada,2W,50.0,103.0,37.0,22.0,40,1.82,2.710526315789474,1.7391304347826086,0.38461538461538464
Unknown,Coimbatore,Andhra Pradesh,Tirupati,2W,50.0,305.0,42.0,11.0,50,4.55,7.093023255813954,4.166666666666667,0.16339869281045752
Tamil Nadu,Madurai,Tamil Nadu,Chennai,3W,7.2,308.0,4.0,3.3,40,12.12,61.6,9.30232558139535,0.12944983818770225
Tamil Nadu,Salem,Andhra Pradesh,Nellore,2W,50.0,273.0,21.0,3.3,60,18.18,12.409090909090908,13.953488372093023,0.21897810218978103
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,2W,100.0,52.0,32.0,11.0,75,6.82,1.5757575757575757,6.25,1.4150943396226414
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,Unknown,22.0,296.0,11.0,50.0,60,1.2,24.666666666666668,1.1764705882352942,0.20202020202020202
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,2W,7.2,566.0,47.0,3.3,50,15.15,11.791666666666666,11.627906976744187,0.08818342151675485
Andhra Pradesh,Vijayawada,Andhra Pradesh,Nellore,4W,22.0,434.0,4.0,3.3,75,22.73,86.8,17.441860465116278,0.1724137931034483
Tamil Nadu,Salem,Andhra Pradesh,Vijayawada,2W,3.3,163.0,36.0,100.0,75,0.75,4.405405405405405,0.7425742574257426,0.4573170731707317
Tamil Nadu,Unknown,Andhra Pradesh,Unknown,3W,7.2,279.0,27.0,3.3,75,22.73,9.964285714285714,17.441860465116278,0.26785714285714285
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,2W,100.0,149.0,42.0,11.0,20,1.82,3.4651162790697674,1.6666666666666667,0.13333333333333333
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,Bus,150.0,436.0,41.0,100.0,75,0.75,10.380952380952381,0.7425742574257426,0.17162471395881007
Tamil Nadu,Salem,Unknown,Madurai,Bus,11.0,528.0,25.0,3.3,75,22.73,20.307692307692307,17.441860465116278,0.14177693761814744
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Unknown,7.2,353.0,22.0,7.4,50,6.76,15.347826086956522,5.9523809523809526,0.14124293785310735
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,3W,22.0,527.0,38.0,50.0,40,0.8,13.512820512820513,0.7843137254901961,0.07575757575757576
Andhra Pradesh,Unknown,Andhra Pradesh,Nellore,Bus,100.0,586.0,48.0,7.4,75,10.14,11.959183673469388,8.928571428571429,0.12776831345826234
Tamil Nadu,Madurai,Andhra Pradesh,Nellore,2W,100.0,587.0,15.0,22.0,40,1.82,36.6875,1.7391304347826086,0.06802721088435375
Tamil Nadu,Salem,Tamil Nadu,Madurai,3W,100.0,505.0,40.0,50.0,40,0.8,12.317073170731707,0.7843137254901961,0.07905138339920949
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,3.3,220.0,18.0,100.0,50,0.5,11.578947368421053,0.49504950495049505,0.22624434389140272
Andhra Pradesh,Nellore,Andhra Pradesh,Nellore,3W,22.0,253.0,15.0,50.0,75,1.5,15.8125,1.4705882352941178,0.2952755905511811
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,4W,7.2,244.0,26.0,100.0,75,0.75,9.037037037037036,0.7425742574257426,0.30612244897959184
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,2W,100.0,247.0,36.0,11.0,40,3.64,6.675675675675675,3.3333333333333335,0.16129032258064516
Tamil Nadu,Salem,Tamil Nadu,Vellore,4W,3.3,578.0,39.0,50.0,40,0.8,14.45,0.7843137254901961,0.0690846286701209
Unknown,Guntur,Tamil Nadu,Madurai,Unknown,100.0,397.0,3.0,50.0,75,1.5,99.25,1.4705882352941178,0.1884422110552764
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,4W,150.0,62.0,35.0,100.0,50,0.5,1.7222222222222223,0.49504950495049505,0.7936507936507936
Andhra Pradesh,Kurnool,Andhra Pradesh,Kurnool,3W,22.0,316.0,19.0,22.0,40,1.82,15.8,1.7391304347826086,0.12618296529968454
Andhra Pradesh,Tirupati,Tamil Nadu,Madurai,2W,50.0,109.0,45.0,100.0,40,0.4,2.369565217391304,0.39603960396039606,0.36363636363636365
Tamil Nadu,Unknown,Tamil Nadu,Salem,2W,22.0,324.0,38.0,22.0,30,1.36,8.307692307692308,1.3043478260869565,0.09230769230769231
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,3W,100.0,70.0,2.0,7.4,50,6.76,23.333333333333332,5.9523809523809526,0.704225352112676
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,2W,22.0,494.0,8.0,3.3,75,22.73,54.888888888888886,17.441860465116278,0.15151515151515152
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,2W,11.0,347.0,13.0,100.0,20,0.2,24.785714285714285,0.19801980198019803,0.05747126436781609
Andhra Pradesh,Nellore,Tamil Nadu,Madurai,2W,100.0,581.0,3.0,7.4,60,8.11,145.25,7.142857142857142,0.10309278350515463
Andhra Pradesh,Unknown,Andhra Pradesh,Tirupati,Bus,150.0,526.0,21.0,50.0,60,1.2,23.90909090909091,1.1764705882352942,0.11385199240986717
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,Bus,100.0,279.0,18.0,22.0,75,3.41,14.68421052631579,3.260869565217391,0.26785714285714285
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,3W,50.0,190.0,21.0,50.0,40,0.8,8.636363636363637,0.7843137254901961,0.2094240837696335
Tamil Nadu,Madurai,Andhra Pradesh,Vijayawada,3W,22.0,236.0,25.0,100.0,40,0.4,9.076923076923077,0.39603960396039606,0.16877637130801687
Tamil Nadu,Salem,Tamil Nadu,Salem,2W,7.2,249.0,44.0,7.4,50,6.76,5.533333333333333,5.9523809523809526,0.2
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,4W,22.0,55.0,45.0,22.0,50,2.27,1.1956521739130435,2.1739130434782608,0.8928571428571429
Andhra Pradesh,Kurnool,Tamil Nadu,Chennai,4W,22.0,556.0,18.0,11.0,40,3.64,29.263157894736842,3.3333333333333335,0.0718132854578097
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,Bus,3.3,149.0,13.0,50.0,40,0.8,10.642857142857142,0.7843137254901961,0.26666666666666666
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,3W,100.0,286.0,39.0,50.0,20,0.4,7.15,0.39215686274509803,0.06968641114982578
Andhra Pradesh,Vijayawada,Andhra Pradesh,Kurnool,4W,100.0,340.0,1.0,7.4,75,10.14,170.0,8.928571428571429,0.21994134897360704
Tamil Nadu,Madurai,Andhra Pradesh,Guntur,4W,100.0,140.0,4.0,11.0,75,6.82,28.0,6.25,0.5319148936170213
Tamil Nadu,Unknown,Andhra Pradesh,Kurnool,4W,150.0,174.0,29.0,3.3,60,18.18,5.8,13.953488372093023,0.34285714285714286
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,100.0,565.0,20.0,7.4,30,4.05,26.904761904761905,3.571428571428571,0.053003533568904596
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,4W,100.0,322.0,44.0,100.0,60,0.6,7.155555555555556,0.594059405940594,0.18575851393188855
Andhra Pradesh,Kurnool,Tamil Nadu,Madurai,Bus,7.2,476.0,6.0,7.4,30,4.05,68.0,3.571428571428571,0.06289308176100629
Tamil Nadu,Chennai,Andhra Pradesh,Tirupati,4W,22.0,339.0,43.0,3.3,60,18.18,7.704545454545454,13.953488372093023,0.17647058823529413
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,3W,150.0,103.0,18.0,7.4,50,6.76,5.421052631578948,5.9523809523809526,0.4807692307692308
Tamil Nadu,Chennai,Andhra Pradesh,Vijayawada,2W,3.3,295.0,30.0,11.0,20,1.82,9.516129032258064,1.6666666666666667,0.06756756756756757
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,Bus,7.2,468.0,15.0,7.4,20,2.7,29.25,2.380952380952381,0.042643923240938165
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,3W,3.3,357.0,6.0,11.0,50,4.55,51.0,4.166666666666667,0.13966480446927373
Andhra Pradesh,Kurnool,Andhra Pradesh,Tirupati,3W,22.0,210.0,18.0,3.3,60,18.18,11.052631578947368,13.953488372093023,0.2843601895734597
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,3W,7.2,23.0,21.0,22.0,20,0.91,1.0454545454545454,0.8695652173913043,0.8333333333333334
Andhra Pradesh,Guntur,Andhra Pradesh,Unknown,4W,22.0,240.0,12.0,7.4,20,2.7,18.46153846153846,2.380952380952381,0.08298755186721991
Andhra Pradesh,Tirupati,Andhra Pradesh,Tirupati,Bus,7.2,331.0,9.0,7.4,50,6.76,33.1,5.9523809523809526,0.15060240963855423
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,2W,50.0,412.0,47.0,7.4,50,6.76,8.583333333333334,5.9523809523809526,0.12106537530266344
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,4W,3.3,64.0,37.0,7.4,30,4.05,1.6842105263157894,3.571428571428571,0.46153846153846156
Tamil Nadu,Madurai,Tamil Nadu,Vellore,3W,11.0,164.0,32.0,22.0,20,0.91,4.96969696969697,0.8695652173913043,0.12121212121212122
Andhra Pradesh,Guntur,Andhra Pradesh,Guntur,Bus,100.0,304.0,29.0,3.3,50,15.15,10.133333333333333,11.627906976744187,0.16393442622950818
Tamil Nadu,Coimbatore,Unknown,Chennai,2W,100.0,15.0,38.0,100.0,75,0.75,0.38461538461538464,0.7425742574257426,4.6875
Tamil Nadu,Salem,Andhra Pradesh,Nellore,4W,11.0,588.0,24.0,50.0,30,0.6,23.52,0.5882352941176471,0.050933786078098474
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,2W,150.0,135.0,11.0,50.0,30,0.6,11.25,0.5882352941176471,0.22058823529411764
Andhra Pradesh,Guntur,Tamil Nadu,Salem,3W,150.0,378.0,49.0,22.0,20,0.91,7.56,0.8695652173913043,0.052770448548812667
Tamil Nadu,Chennai,Andhra Pradesh,Guntur,Unknown,11.0,531.0,2.0,100.0,75,0.75,177.0,0.7425742574257426,0.14097744360902256
Tamil Nadu,Madurai,Unknown,Coimbatore,Bus,150.0,262.0,36.0,3.3,20,6.06,7.081081081081081,4.651162790697675,0.07604562737642585
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,2W,11.0,217.0,48.0,3.3,75,22.73,4.428571428571429,17.441860465116278,0.3440366972477064
Tamil Nadu,Vellore,Andhra Pradesh,Vijayawada,3W,100.0,298.0,35.0,7.4,60,8.11,8.277777777777779,7.142857142857142,0.20066889632107024
Andhra Pradesh,Kurnool,Andhra Pradesh,Vijayawada,2W,11.0,192.0,38.0,50.0,40,0.8,4.923076923076923,0.7843137254901961,0.20725388601036268
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,3W,50.0,414.0,17.0,50.0,40,0.8,23.0,0.7843137254901961,0.0963855421686747
Andhra Pradesh,Kurnool,Tamil Nadu,Salem,Bus,3.3,210.0,47.0,3.3,50,15.15,4.375,11.627906976744187,0.23696682464454977
Andhra Pradesh,Nellore,Andhra Pradesh,Guntur,2W,150.0,281.0,13.0,3.3,40,12.12,20.071428571428573,9.30232558139535,0.14184397163120568
Tamil Nadu,Madurai,Tamil Nadu,Coimbatore,Bus,50.0,165.0,45.0,11.0,60,5.45,3.5869565217391304,5.0,0.3614457831325301
Tamil Nadu,Madurai,Tamil Nadu,Chennai,2W,150.0,127.0,35.0,50.0,75,1.5,3.5277777777777777,1.4705882352941178,0.5859375
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,50.0,53.0,46.0,50.0,60,1.2,1.127659574468085,1.1764705882352942,1.1111111111111112
Andhra Pradesh,Vijayawada,Tamil Nadu,Madurai,4W,7.2,108.0,21.0,3.3,60,18.18,4.909090909090909,13.953488372093023,0.5504587155963303
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,100.0,156.0,20.0,100.0,30,0.3,7.428571428571429,0.297029702970297,0.1910828025477707
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,7.2,211.0,41.0,22.0,40,1.82,5.023809523809524,1.7391304347826086,0.18867924528301888
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,Bus,22.0,546.0,37.0,7.4,60,8.11,14.368421052631579,7.142857142857142,0.10968921389396709
Tamil Nadu,Chennai,Andhra Pradesh,Nellore,4W,50.0,414.0,6.0,100.0,60,0.6,59.142857142857146,0.594059405940594,0.14457831325301204
Andhra Pradesh,Tirupati,Andhra Pradesh,Vijayawada,Bus,11.0,111.0,23.0,50.0,60,1.2,4.625,1.1764705882352942,0.5357142857142857
Tamil Nadu,Coimbatore,Tamil Nadu,Salem,Bus,7.2,583.0,7.0,22.0,50,2.27,72.875,2.1739130434782608,0.08561643835616438
Tamil Nadu,Chennai,Tamil Nadu,Madurai,2W,22.0,72.0,41.0,7.4,40,5.41,1.7142857142857142,4.761904761904762,0.547945205479452
Andhra Pradesh,Vijayawada,Andhra Pradesh,Guntur,4W,3.3,45.0,14.0,11.0,20,1.82,3.0,1.6666666666666667,0.43478260869565216
Andhra Pradesh,Tirupati,Tamil Nadu,Salem,2W,150.0,255.0,32.0,7.4,30,4.05,7.7272727272727275,3.571428571428571,0.1171875
Tamil Nadu,Salem,Unknown,Chennai,Bus,11.0,475.0,25.0,3.3,50,15.15,18.26923076923077,11.627906976744187,0.10504201680672269
Andhra Pradesh,Guntur,Andhra Pradesh,Kurnool,3W,22.0,407.0,14.0,100.0,40,0.4,27.133333333333333,0.39603960396039606,0.09803921568627451
Andhra Pradesh,Guntur,Andhra Pradesh,Unknown,3W,100.0,52.0,38.0,22.0,75,3.41,1.3333333333333333,3.260869565217391,1.4150943396226414
Andhra Pradesh,Nellore,Andhra Pradesh,Vijayawada,2W,11.0,89.0,44.0,11.0,50,4.55,1.9777777777777779,4.166666666666667,0.5555555555555556
Andhra Pradesh,Guntur,Tamil Nadu,Salem,4W,7.2,120.0,2.0,22.0,30,1.36,40.0,1.3043478260869565,0.24793388429752067
Tamil Nadu,Vellore,Andhra Pradesh,Guntur,4W,11.0,489.0,24.0,3.3,75,22.73,19.56,17.441860465116278,0.15306122448979592
Andhra Pradesh,Guntur,Tamil Nadu,Chennai,Bus,150.0,362.0,30.0,11.0,30,2.73,11.67741935483871,2.5,0.08264462809917356
Tamil Nadu,Madurai,Andhra Pradesh,Tirupati,3W,3.3,103.0,34.0,100.0,20,0.2,2.942857142857143,0.19801980198019803,0.19230769230769232
Andhra Pradesh,Guntur,Tamil Nadu,Vellore,3W,50.0,488.0,8.0,22.0,20,0.91,54.22222222222222,0.8695652173913043,0.0408997955010225
Tamil Nadu,Salem,Andhra Pradesh,Tirupati,Unknown,50.0,163.0,25.0,11.0,30,2.73,6.269230769230769,2.5,0.18292682926829268
Andhra Pradesh,Vijayawada,Tamil Nadu,Unknown,Bus,7.2,164.0,3.0,100.0,60,0.6,41.0,0.594059405940594,0.36363636363636365
Tamil Nadu,Chennai,Tamil Nadu,Coimbatore,3W,22.0,410.0,14.0,22.0,40,1.82,27.333333333333332,1.7391304347826086,0.09732360097323602
Tamil Nadu,Coimbatore,Andhra Pradesh,Guntur,Bus,3.3,361.0,49.0,50.0,60,1.2,7.22,1.1764705882352942,0.16574585635359115
Unknown,Coimbatore,Andhra Pradesh,Vijayawada,Bus,150.0,58.0,21.0,11.0,30,2.73,2.6363636363636362,2.5,0.5084745762711864
Andhra Pradesh,Nellore,Andhra Pradesh,Kurnool,4W,11.0,304.0,39.0,11.0,60,5.45,7.6,5.0,0.19672131147540983
Tamil Nadu,Madurai,Tamil Nadu,Vellore,2W,3.3,97.0,36.0,7.4,60,8.11,2.6216216216216215,7.142857142857142,0.6122448979591837
Andhra Pradesh,Vijayawada,Tamil Nadu,Chennai,Bus,50.0,261.0,47.0,11.0,40,3.64,5.4375,3.3333333333333335,0.15267175572519084
Andhra Pradesh,Guntur,Andhra Pradesh,Nellore,3W,3.3,429.0,6.0,3.3,75,22.73,61.285714285714285,17.441860465116278,0.1744186046511628
Tamil Nadu,Coimbatore,Andhra Pradesh,Tirupati,2W,7.2,522.0,25.0,50.0,20,0.4,20.076923076923077,0.39215686274509803,0.03824091778202677
Andhra Pradesh,Unknown,Tamil Nadu,Madurai,Unknown,7.2,379.0,41.0,11.0,20,1.82,9.023809523809524,1.6666666666666667,0.05263157894736842
Tamil Nadu,Salem,Andhra Pradesh,Kurnool,4W,22.0,257.0,14.0,3.3,60,18.18,17.133333333333333,13.953488372093023,0.23255813953488372
Tamil Nadu,Coimbatore,Tamil Nadu,Coimbatore,3W,7.2,122.0,32.0,11.0,60,5.45,3.696969696969697,5.0,0.4878048780487805
Tamil Nadu,Vellore,Tamil Nadu,Madurai,3W,150.0,348.0,48.0,50.0,40,0.8,7.1020408163265305,0.7843137254901961,0.11461318051575932
Tamil Nadu,Coimbatore,Tamil Nadu,Madurai,Bus,50.0,14.0,36.0,11.0,30,2.73,0.3783783783783784,2.5,2.0
Tamil Nadu,Vellore,Andhra Pradesh,Kurnool,Bus,150.0,221.0,25.0,100.0,50,0.5,8.5,0.49504950495049505,0.22522522522522523
Tamil Nadu,Chennai,Tamil Nadu,Chennai,Unknown,50.0,304.0,25.0,100.0,50,0.5,11.692307692307692,0.49504950495049505,0.16393442622950818
Unknown,Madurai,Tamil Nadu,Madurai,2W,150.0,420.0,37.0,11.0,75,6.82,11.052631578947368,6.25,0.17814726840855108
Andhra Pradesh,Unknown,Andhra Pradesh,Kurnool,3W,50.0,502.0,48.0,3.3,20,6.06,10.244897959183673,4.651162790697675,0.039761431411530816
Tamil Nadu,Vellore,Andhra Pradesh,Nellore,3W,150.0,224.0,13.0,50.0,30,0.6,16.0,0.5882352941176471,0.13333333333333333
Andhra Pradesh,Guntur,Andhra Pradesh,Tirupati,4W,7.2,507.0,7.0,50.0,50,1.0,63.375,0.9803921568627451,0.0984251968503937
Andhra Pradesh,Nellore,Tamil Nadu,Vellore,2W,11.0,304.0,6.0,11.0,60,5.45,43.42857142857143,5.0,0.19672131147540983
Tamil Nadu,Vellore,Tamil Nadu,Coimbatore,Bus,100.0,87.0,32.0,50.0,30,0.6,2.6363636363636362,0.5882352941176471,0.3409090909090909
Andhra Pradesh,Nellore,Andhra Pradesh,Unknown,3W,7.2,84.0,19.0,50.0,40,0.8,4.2,0.7843137254901961,0.47058823529411764
