source_city,destination_city,charging_capacity_kW,distance_km,num_ev_stations_route,charger_power_kW,charging_capacity_kWh,charging_duration_hours,charging_demand,station_density,high_load_route,vehicle_type_3W,vehicle_type_4W,vehicle_type_Bus,charger_type_Slow,charger_type_Ultra-Fast,source_state_Tamil Nadu,destination_state_Tamil Nadu
Vijayawada,Salem,50.0,13.0,45.0,22.0,30,1.36,22.058823529411764,3.4615384615384617,1,False,True,False,False,False,False,True
Coimbatore,Madurai,22.0,67.0,13.0,7.4,40,5.41,7.393715341959334,0.19402985074626866,0,True,False,False,True,False,True,True
Salem,Salem,150.0,533.0,43.0,7.4,20,2.7,7.4074074074074066,0.08067542213883677,0,False,False,False,True,False,True,True
Vellore,Madurai,11.0,599.0,11.0,22.0,75,3.41,21.994134897360702,0.018363939899833055,1,False,True,False,False,False,True,True
Kurnool,Guntur,3.3,11.0,39.0,50.0,75,1.5,50.0,3.5454545454545454,1,False,False,True,False,True,False,False
Nellore,Tirupati,22.0,467.0,42.0,3.3,60,18.18,3.3003300330033003,0.08993576017130621,0,False,True,False,True,False,False,True
Vijayawada,Coimbatore,11.0,537.0,4.0,3.3,20,6.06,3.3003300330033007,0.0074487895716946,0,False,False,True,True,False,False,True
Tirupati,Coimbatore,3.3,401.0,9.0,50.0,40,0.8,50.0,0.022443890274314215,1,False,True,False,False,True,False,True
Salem,Nellore,100.0,76.0,41.0,50.0,75,1.5,50.0,0.5394736842105263,1,True,False,False,False,True,True,False
Madurai,Tirupati,22.0,46.0,3.0,11.0,50,4.55,10.989010989010989,0.06521739130434782,0,False,False,True,False,False,True,False
Tirupati,Salem,7.2,61.0,42.0,100.0,40,0.4,100.0,0.6885245901639344,1,True,False,False,False,True,False,True
Coimbatore,Nellore,7.2,31.0,49.0,3.3,40,12.12,3.3003300330033007,1.5806451612903225,0,False,False,False,True,False,True,False
Guntur,Salem,11.0,127.0,16.0,11.0,50,4.55,10.989010989010989,0.12598425196850394,0,False,False,False,False,False,False,True
Coimbatore,Nellore,50.0,304.0,6.0,11.0,30,2.73,10.989010989010989,0.019736842105263157,0,True,False,False,False,False,True,False
Salem,Guntur,100.0,266.0,3.0,22.0,40,1.82,21.978021978021978,0.011278195488721804,1,False,False,False,False,False,True,False
Madurai,Salem,11.0,312.0,19.0,50.0,30,0.6,50.0,0.060897435897435896,1,False,False,False,False,True,True,True
Tirupati,Vellore,11.0,182.0,45.0,100.0,40,0.4,100.0,0.24725274725274726,1,True,False,False,False,True,False,True
Vellore,Tirupati,22.0,330.0,9.0,50.0,30,0.6,50.0,0.02727272727272727,1,False,False,True,False,True,True,False
Kurnool,Tirupati,22.0,394.0,25.0,3.3,40,12.12,3.3003300330033007,0.06345177664974619,0,False,False,True,True,False,False,True
Vellore,Chennai,11.0,95.0,25.0,50.0,50,1.0,50.0,0.2631578947368421,1,False,True,False,False,True,True,True
Nellore,Salem,7.2,541.0,11.0,50.0,30,0.6,50.0,0.02033271719038817,1,False,False,False,False,True,False,True
Vellore,Salem,100.0,371.0,43.0,100.0,20,0.2,100.0,0.11590296495956873,1,False,False,False,False,True,True,True
Guntur,Vellore,11.0,109.0,42.0,50.0,40,0.8,50.0,0.3853211009174312,1,False,False,False,False,True,False,True
Kurnool,Nellore,50.0,265.0,2.0,50.0,20,0.4,50.0,0.007547169811320755,1,False,False,True,False,True,False,False
Kurnool,Kurnool,11.0,416.0,25.0,22.0,75,3.41,21.994134897360702,0.06009615384615385,1,True,False,False,False,False,False,False
Madurai,Chennai,100.0,139.0,45.0,7.4,40,5.41,7.393715341959334,0.3237410071942446,0,False,False,True,True,False,True,True
Tirupati,Vellore,11.0,34.0,14.0,3.3,50,15.15,3.3003300330033003,0.4117647058823529,0,True,False,False,True,False,False,True
Chennai,Chennai,50.0,404.0,44.0,22.0,40,1.82,21.978021978021978,0.10891089108910891,1,False,False,False,False,False,True,True
Salem,Vijayawada,150.0,584.0,49.0,3.3,20,6.06,3.3003300330033007,0.0839041095890411,0,True,False,False,True,False,True,True
Madurai,Guntur,3.3,66.0,25.0,50.0,30,0.6,50.0,0.3787878787878788,1,False,False,False,False,True,False,False
Vijayawada,Coimbatore,7.2,55.0,37.0,50.0,75,1.5,50.0,0.6727272727272727,1,False,False,False,False,True,False,True
Kurnool,Nellore,50.0,141.0,5.0,50.0,20,0.4,50.0,0.03546099290780142,1,False,False,False,False,True,False,False
Vellore,Salem,7.2,506.0,18.0,3.3,60,18.18,3.3003300330033003,0.03557312252964427,0,False,False,False,True,False,True,True
Kurnool,Tirupati,7.2,355.0,30.0,7.4,60,8.11,7.398273736128237,0.08450704225352113,0,False,False,True,True,False,False,False
Nellore,Madurai,11.0,480.0,45.0,3.3,60,18.18,3.3003300330033003,0.09375,0,True,False,False,True,False,False,True
Madurai,Coimbatore,11.0,351.0,4.0,11.0,75,6.82,10.997067448680351,0.011396011396011397,0,True,False,False,False,False,True,True
Guntur,Coimbatore,50.0,190.0,8.0,50.0,40,0.8,50.0,0.042105263157894736,1,True,False,False,False,True,False,True
Vijayawada,Tirupati,3.3,348.0,38.0,11.0,30,2.73,10.989010989010989,0.10919540229885058,0,False,True,False,False,False,False,False
Guntur,Madurai,7.2,135.0,43.0,11.0,75,6.82,10.997067448680351,0.31851851851851853,0,False,False,True,False,False,False,True
Guntur,Tirupati,11.0,493.0,37.0,7.4,30,4.05,7.407407407407407,0.07505070993914807,0,False,True,False,True,False,False,False
Vijayawada,Tirupati,50.0,430.0,7.0,50.0,20,0.4,50.0,0.01627906976744186,1,False,False,True,False,True,False,False
Chennai,Guntur,11.0,583.0,27.0,100.0,20,0.2,100.0,0.04631217838765009,1,True,False,False,False,True,True,False
Tirupati,Madurai,3.3,292.0,39.0,50.0,75,1.5,50.0,0.13356164383561644,1,False,False,False,False,True,False,True
Madurai,Nellore,150.0,140.0,16.0,11.0,40,3.64,10.989010989010989,0.11428571428571428,0,False,False,False,False,False,True,False
Coimbatore,Chennai,150.0,57.0,46.0,100.0,20,0.2,100.0,0.8070175438596491,1,False,True,False,False,True,True,True
Kurnool,Madurai,7.2,436.0,25.0,100.0,50,0.5,100.0,0.05733944954128441,1,False,False,False,False,True,False,True
Kurnool,Nellore,22.0,443.0,21.0,3.3,50,15.15,3.3003300330033003,0.04740406320541761,0,False,True,False,True,False,False,False
Coimbatore,Tirupati,150.0,187.0,1.0,100.0,50,0.5,100.0,0.0053475935828877,1,False,False,True,False,True,True,False
Guntur,Coimbatore,22.0,582.0,29.0,22.0,40,1.82,21.978021978021978,0.04982817869415808,1,False,False,True,False,False,False,True
Coimbatore,Vellore,11.0,286.0,18.0,11.0,30,2.73,10.989010989010989,0.06293706293706294,0,False,False,True,False,False,True,True
Salem,Guntur,3.3,509.0,49.0,11.0,60,5.45,11.009174311926605,0.0962671905697446,0,False,False,True,False,False,True,False
Vellore,Guntur,100.0,247.0,29.0,7.4,30,4.05,7.407407407407407,0.11740890688259109,0,False,False,False,True,False,True,False
Salem,Coimbatore,22.0,151.0,23.0,100.0,60,0.6,100.0,0.152317880794702,1,False,False,False,False,True,True,True
Coimbatore,Chennai,3.3,462.0,39.0,3.3,75,22.73,3.2996040475142983,0.08441558441558442,0,False,False,False,True,False,True,True
Madurai,Salem,7.2,424.0,6.0,3.3,60,18.18,3.3003300330033003,0.014150943396226415,0,False,False,False,True,False,True,True
Salem,Nellore,3.3,238.0,27.0,3.3,20,6.06,3.3003300330033007,0.1134453781512605,0,False,False,False,True,False,True,False
Kurnool,Salem,22.0,70.0,42.0,11.0,20,1.82,10.989010989010989,0.6,0,True,False,False,False,False,False,True
Guntur,Kurnool,50.0,433.0,41.0,7.4,40,5.41,7.393715341959334,0.09468822170900693,0,False,True,False,True,False,False,False
Guntur,Salem,150.0,342.0,18.0,3.3,60,18.18,3.3003300330033003,0.05263157894736842,0,False,True,False,True,False,False,True
Chennai,Madurai,150.0,383.0,45.0,22.0,20,0.91,21.978021978021978,0.1174934725848564,1,False,False,True,False,False,True,True
Chennai,Madurai,22.0,548.0,10.0,3.3,20,6.06,3.3003300330033007,0.01824817518248175,0,True,False,False,True,False,True,True
Vijayawada,Coimbatore,3.3,135.0,46.0,50.0,40,0.8,50.0,0.34074074074074073,1,False,False,False,False,True,False,True
Coimbatore,Guntur,150.0,398.0,5.0,11.0,20,1.82,10.989010989010989,0.01256281407035176,0,False,False,False,False,False,False,False
Chennai,Madurai,11.0,146.0,10.0,7.4,50,6.76,7.396449704142012,0.0684931506849315,0,False,False,False,True,False,False,True
Tirupati,Tirupati,50.0,418.0,21.0,22.0,30,1.36,22.058823529411764,0.050239234449760764,1,False,True,False,False,False,False,False
Kurnool,Kurnool,3.3,208.0,5.0,7.4,30,4.05,7.407407407407407,0.02403846153846154,0,False,True,False,True,False,False,False
Chennai,Nellore,7.2,69.0,6.0,7.4,40,5.41,7.393715341959334,0.08695652173913043,0,False,True,False,True,False,True,False
Vijayawada,Guntur,3.3,241.0,19.0,22.0,50,2.27,22.026431718061673,0.07883817427385892,1,False,True,False,False,False,False,False
Salem,Coimbatore,7.2,158.0,24.0,3.3,60,18.18,3.3003300330033003,0.1518987341772152,0,False,True,False,True,False,True,True
Vellore,Tirupati,22.0,304.0,37.0,7.4,20,2.7,7.4074074074074066,0.12171052631578948,0,True,False,False,True,False,True,False
Salem,Vellore,3.3,591.0,11.0,11.0,30,2.73,10.989010989010989,0.018612521150592216,0,False,False,True,False,False,True,True
Vellore,Tirupati,150.0,176.0,46.0,3.3,50,15.15,3.3003300330033003,0.26136363636363635,0,False,True,False,True,False,True,False
Madurai,Madurai,50.0,379.0,3.0,50.0,40,0.8,50.0,0.0079155672823219,1,False,False,False,False,True,True,True
Coimbatore,Kurnool,3.3,211.0,14.0,22.0,50,2.27,22.026431718061673,0.06635071090047394,1,False,True,False,False,False,True,False
Vijayawada,Chennai,150.0,595.0,37.0,3.3,20,6.06,3.3003300330033007,0.06218487394957983,0,False,False,False,True,False,False,True
Salem,Chennai,50.0,22.0,10.0,22.0,50,2.27,22.026431718061673,0.45454545454545453,1,True,False,False,False,False,True,True
Madurai,Tirupati,7.2,453.0,22.0,11.0,50,4.55,10.989010989010989,0.04856512141280353,0,False,False,False,False,False,True,False
Guntur,Madurai,11.0,44.0,45.0,100.0,30,0.3,100.0,1.0227272727272727,1,False,False,False,False,True,False,True
Vellore,Tirupati,7.2,202.0,25.0,7.4,75,10.14,7.396449704142012,0.12376237623762376,0,False,False,True,True,False,False,False
Vijayawada,Tirupati,22.0,220.0,32.0,11.0,75,6.82,10.997067448680351,0.14545454545454545,0,False,True,False,False,False,False,False
Coimbatore,Nellore,22.0,102.0,25.0,22.0,50,2.27,22.026431718061673,0.24509803921568626,1,True,False,False,False,False,True,False
Coimbatore,Coimbatore,50.0,302.0,5.0,3.3,20,6.06,3.3003300330033007,0.016556291390728478,0,True,False,False,True,False,True,True
Madurai,Coimbatore,22.0,327.0,37.0,11.0,50,4.55,10.989010989010989,0.11314984709480122,0,False,False,False,False,False,False,True
Vijayawada,Vijayawada,7.2,272.0,43.0,7.4,20,2.7,7.4074074074074066,0.15808823529411764,0,False,False,True,True,False,False,False
Chennai,Guntur,3.3,474.0,20.0,22.0,40,1.82,21.978021978021978,0.04219409282700422,1,True,False,False,False,False,True,False
Salem,Salem,150.0,338.0,18.0,11.0,40,3.64,10.989010989010989,0.05325443786982249,0,False,True,False,False,False,True,True
Salem,Kurnool,22.0,173.0,4.0,22.0,50,2.27,22.026431718061673,0.023121387283236993,1,False,True,False,False,False,True,False
Kurnool,Guntur,22.0,117.0,2.0,22.0,60,2.73,21.978021978021978,0.017094017094017096,1,True,False,False,False,False,False,False
Guntur,Tirupati,3.3,101.0,25.0,50.0,20,0.4,50.0,0.24752475247524752,1,False,False,False,False,True,False,False
Madurai,Vellore,3.3,117.0,16.0,11.0,40,3.64,10.989010989010989,0.13675213675213677,0,False,False,False,False,False,True,True
Kurnool,Salem,150.0,564.0,44.0,7.4,60,8.11,7.398273736128237,0.07801418439716312,0,True,False,False,True,False,False,True
Salem,Salem,3.3,475.0,9.0,50.0,75,1.5,50.0,0.018947368421052633,1,False,False,False,False,True,True,True
Coimbatore,Vijayawada,150.0,334.0,19.0,50.0,75,1.5,50.0,0.05688622754491018,1,False,True,False,False,True,True,False
Guntur,Kurnool,50.0,516.0,16.0,50.0,60,1.2,50.0,0.031007751937984496,1,False,False,True,False,True,False,False
Nellore,Kurnool,3.3,449.0,40.0,100.0,30,0.3,100.0,0.08908685968819599,1,False,False,False,False,True,False,False
Vellore,Guntur,22.0,589.0,6.0,50.0,60,1.2,50.0,0.010186757215619695,1,False,False,True,False,True,True,False
Madurai,Guntur,11.0,304.0,36.0,50.0,60,1.2,50.0,0.11842105263157894,1,False,False,True,False,True,True,False
Madurai,Kurnool,22.0,446.0,31.0,3.3,30,9.09,3.3003300330033003,0.06950672645739911,0,False,False,False,True,False,True,False
Madurai,Tirupati,22.0,142.0,7.0,7.4,40,5.41,7.393715341959334,0.04929577464788732,0,False,False,True,True,False,True,False
Vijayawada,Tirupati,100.0,241.0,37.0,3.3,40,12.12,3.3003300330033007,0.15352697095435686,0,False,False,True,True,False,False,False
Coimbatore,Kurnool,3.3,425.0,32.0,22.0,20,0.91,21.978021978021978,0.07529411764705882,1,False,True,False,False,False,True,False
Vellore,Chennai,150.0,460.0,6.0,100.0,50,0.5,100.0,0.013043478260869565,1,False,False,False,False,True,True,True
Kurnool,Coimbatore,7.2,526.0,11.0,22.0,50,2.27,22.026431718061673,0.02091254752851711,1,False,False,True,False,False,False,True
Coimbatore,Chennai,22.0,231.0,13.0,7.4,20,2.7,7.4074074074074066,0.05627705627705628,0,True,False,False,True,False,True,True
Chennai,Salem,11.0,380.0,12.0,22.0,60,2.73,21.978021978021978,0.031578947368421054,1,False,True,False,False,False,True,True
Guntur,Salem,150.0,431.0,40.0,3.3,40,12.12,3.3003300330033007,0.09280742459396751,0,False,True,False,True,False,False,True
Nellore,Chennai,11.0,492.0,21.0,3.3,60,18.18,3.3003300330033003,0.042682926829268296,0,False,False,False,True,False,False,True
Chennai,Kurnool,11.0,122.0,28.0,22.0,50,2.27,22.026431718061673,0.22950819672131148,1,False,False,True,False,False,True,False
Madurai,Tirupati,22.0,553.0,9.0,50.0,75,1.5,50.0,0.0162748643761302,1,True,False,False,False,True,True,False
Coimbatore,Coimbatore,150.0,576.0,42.0,100.0,20,0.2,100.0,0.07291666666666667,1,False,False,False,False,True,False,True
Kurnool,Nellore,11.0,123.0,25.0,3.3,60,18.18,3.3003300330033003,0.2032520325203252,0,False,True,False,True,False,False,False
Chennai,Coimbatore,3.3,430.0,18.0,22.0,50,2.27,22.026431718061673,0.04186046511627907,1,True,False,False,False,False,True,True
Tirupati,Nellore,3.3,72.0,18.0,100.0,30,0.3,100.0,0.25,1,False,False,True,False,True,False,False
Salem,Vijayawada,50.0,520.0,29.0,50.0,50,1.0,50.0,0.05576923076923077,1,False,True,False,False,True,True,False
Nellore,Chennai,22.0,399.0,39.0,7.4,50,6.76,7.396449704142012,0.09774436090225563,0,False,False,False,True,False,False,True
Vijayawada,Madurai,22.0,586.0,43.0,50.0,75,1.5,50.0,0.07337883959044368,1,False,False,True,False,True,False,True
Coimbatore,Tirupati,100.0,352.0,22.0,3.3,30,9.09,3.3003300330033003,0.0625,0,True,False,False,True,False,True,False
Coimbatore,Tirupati,22.0,143.0,14.0,22.0,40,1.82,21.978021978021978,0.0979020979020979,1,False,False,True,False,False,True,False
Coimbatore,Kurnool,22.0,131.0,44.0,3.3,30,9.09,3.3003300330033003,0.33587786259541985,0,False,True,False,True,False,True,False
Coimbatore,Nellore,7.2,175.0,41.0,3.3,20,6.06,3.3003300330033007,0.2342857142857143,0,False,False,False,True,False,False,False
Coimbatore,Nellore,22.0,281.0,34.0,7.4,50,6.76,7.396449704142012,0.12099644128113879,0,False,False,True,True,False,True,False
Coimbatore,Vellore,50.0,560.0,23.0,100.0,40,0.4,100.0,0.04107142857142857,1,False,False,False,False,True,True,True
Vijayawada,Coimbatore,7.2,76.0,5.0,3.3,40,12.12,3.3003300330033007,0.06578947368421052,0,True,False,False,True,False,False,True
Salem,Kurnool,11.0,495.0,48.0,11.0,50,4.55,10.989010989010989,0.09696969696969697,0,False,False,True,False,False,True,False
Salem,Tirupati,100.0,551.0,2.0,50.0,75,1.5,50.0,0.003629764065335753,1,False,False,False,False,True,True,False
Chennai,Tirupati,3.3,427.0,13.0,11.0,75,6.82,10.997067448680351,0.03044496487119438,0,False,False,True,False,False,True,False
Coimbatore,Nellore,3.3,304.0,25.0,22.0,50,2.27,22.026431718061673,0.08223684210526316,1,False,False,True,False,False,False,False
Coimbatore,Tirupati,150.0,486.0,26.0,50.0,75,1.5,50.0,0.053497942386831275,1,False,False,False,False,True,True,False
Kurnool,Vellore,7.2,483.0,32.0,100.0,75,0.75,100.0,0.06625258799171843,1,False,False,False,False,True,False,True
Madurai,Vellore,50.0,550.0,13.0,3.3,75,22.73,3.2996040475142983,0.023636363636363636,0,True,False,False,True,False,True,True
Coimbatore,Nellore,7.2,590.0,5.0,3.3,30,9.09,3.3003300330033003,0.00847457627118644,0,False,True,False,True,False,True,False
Vijayawada,Coimbatore,50.0,131.0,7.0,11.0,40,3.64,10.989010989010989,0.05343511450381679,0,False,False,False,False,False,False,True
Vijayawada,Tirupati,22.0,345.0,10.0,50.0,60,1.2,50.0,0.028985507246376812,1,False,True,False,False,True,False,False
Guntur,Coimbatore,100.0,475.0,1.0,22.0,40,1.82,21.978021978021978,0.002105263157894737,1,True,False,False,False,False,False,True
Tirupati,Nellore,7.2,210.0,20.0,100.0,75,0.75,100.0,0.09523809523809523,1,False,False,False,False,True,False,False
Salem,Vellore,100.0,215.0,22.0,22.0,50,2.27,22.026431718061673,0.10232558139534884,1,False,False,True,False,False,True,True
Nellore,Chennai,3.3,570.0,10.0,100.0,20,0.2,100.0,0.017543859649122806,1,False,False,False,False,True,False,True
Tirupati,Vellore,3.3,106.0,43.0,22.0,75,3.41,21.994134897360702,0.4056603773584906,1,False,False,True,False,False,False,True
Chennai,Tirupati,11.0,369.0,29.0,3.3,60,18.18,3.3003300330033003,0.07859078590785908,0,False,True,False,True,False,True,False
Vellore,Madurai,100.0,514.0,31.0,22.0,75,3.41,21.994134897360702,0.06031128404669261,1,False,False,True,False,False,True,True
Salem,Tirupati,3.3,32.0,6.0,100.0,75,0.75,100.0,0.1875,1,False,False,True,False,True,True,True
Nellore,Chennai,150.0,438.0,39.0,22.0,30,1.36,22.058823529411764,0.08904109589041095,1,False,False,False,False,False,False,True
Coimbatore,Salem,150.0,450.0,18.0,100.0,50,0.5,100.0,0.04,1,False,False,False,False,True,True,True
Guntur,Coimbatore,150.0,27.0,19.0,11.0,40,3.64,10.989010989010989,0.7037037037037037,0,True,False,False,False,False,False,True
Salem,Coimbatore,3.3,262.0,16.0,3.3,75,22.73,3.2996040475142983,0.061068702290076333,0,False,False,False,True,False,True,True
Coimbatore,Guntur,11.0,134.0,18.0,3.3,40,12.12,3.3003300330033007,0.13432835820895522,0,True,False,False,True,False,False,False
Coimbatore,Madurai,100.0,180.0,24.0,3.3,50,15.15,3.3003300330033003,0.13333333333333333,0,True,False,False,True,False,False,True
Madurai,Guntur,100.0,135.0,26.0,22.0,75,3.41,21.994134897360702,0.1925925925925926,1,False,False,True,False,False,True,False
Nellore,Salem,150.0,442.0,40.0,100.0,20,0.2,100.0,0.09049773755656108,1,False,False,False,False,True,False,True
Nellore,Guntur,11.0,194.0,15.0,3.3,50,15.15,3.3003300330033003,0.07731958762886598,0,False,True,False,True,False,False,False
Vellore,Nellore,50.0,184.0,16.0,3.3,30,9.09,3.3003300330033003,0.08695652173913043,0,False,True,False,True,False,True,False
Guntur,Tirupati,100.0,144.0,11.0,11.0,60,5.45,11.009174311926605,0.0763888888888889,0,True,False,False,False,False,False,False
Kurnool,Vellore,22.0,191.0,16.0,100.0,40,0.4,100.0,0.08376963350785341,1,False,False,False,False,True,False,True
Tirupati,Guntur,150.0,392.0,17.0,11.0,20,1.82,10.989010989010989,0.04336734693877551,0,False,True,False,False,False,False,False
Nellore,Kurnool,11.0,148.0,24.0,11.0,50,4.55,10.989010989010989,0.16216216216216217,0,False,False,False,False,False,False,False
Chennai,Tirupati,7.2,510.0,31.0,7.4,40,5.41,7.393715341959334,0.060784313725490195,0,True,False,False,True,False,True,False
Vellore,Madurai,3.3,304.0,19.0,50.0,50,1.0,50.0,0.0625,1,False,True,False,False,True,True,True
Vijayawada,Coimbatore,150.0,186.0,1.0,11.0,50,4.55,10.989010989010989,0.005376344086021506,0,False,False,True,False,False,False,True
Salem,Nellore,3.3,494.0,18.0,22.0,60,2.73,21.978021978021978,0.03643724696356275,1,True,False,False,False,False,False,False
Guntur,Coimbatore,50.0,484.0,13.0,22.0,20,0.91,21.978021978021978,0.026859504132231406,1,False,False,False,False,False,False,True
Vellore,Vellore,150.0,32.0,37.0,100.0,30,0.3,100.0,1.15625,1,False,False,True,False,True,True,True
Nellore,Coimbatore,50.0,267.0,12.0,50.0,50,1.0,50.0,0.0449438202247191,1,True,False,False,False,True,False,True
Tirupati,Vellore,3.3,86.0,25.0,50.0,60,1.2,50.0,0.29069767441860467,1,False,False,False,False,True,False,True
Nellore,Guntur,22.0,280.0,6.0,100.0,75,0.75,100.0,0.02142857142857143,1,False,True,False,False,True,False,False
Vellore,Chennai,100.0,229.0,40.0,7.4,75,10.14,7.396449704142012,0.17467248908296942,0,True,False,False,True,False,True,True
Tirupati,Vijayawada,150.0,581.0,39.0,11.0,40,3.64,10.989010989010989,0.06712564543889846,0,False,True,False,False,False,False,False
Tirupati,Kurnool,150.0,208.0,47.0,7.4,40,5.41,7.393715341959334,0.22596153846153846,0,True,False,False,True,False,False,True
Guntur,Madurai,3.3,317.0,30.0,50.0,20,0.4,50.0,0.0946372239747634,1,False,False,False,False,True,False,True
Madurai,Chennai,50.0,31.0,42.0,3.3,30,9.09,3.3003300330033003,1.3548387096774193,0,False,False,False,True,False,True,True
Tirupati,Guntur,50.0,344.0,39.0,7.4,75,10.14,7.396449704142012,0.11337209302325581,0,False,True,False,True,False,False,False
Madurai,Chennai,150.0,579.0,26.0,50.0,75,1.5,50.0,0.044905008635578586,1,True,False,False,False,True,True,True
Tirupati,Coimbatore,100.0,13.0,24.0,7.4,50,6.76,7.396449704142012,1.8461538461538463,0,False,False,False,True,False,False,True
Coimbatore,Guntur,11.0,381.0,17.0,3.3,20,6.06,3.3003300330033007,0.04461942257217848,0,False,False,False,True,False,True,True
Vijayawada,Tirupati,3.3,322.0,8.0,7.4,60,8.11,7.398273736128237,0.024844720496894408,0,False,False,True,True,False,False,False
Coimbatore,Salem,7.2,537.0,32.0,7.4,75,10.14,7.396449704142012,0.0595903165735568,0,False,False,False,True,False,True,True
Vellore,Chennai,22.0,311.0,32.0,100.0,50,0.5,100.0,0.10289389067524116,1,True,False,False,False,True,True,True
Vellore,Coimbatore,11.0,304.0,5.0,11.0,20,1.82,10.989010989010989,0.01644736842105263,0,False,False,False,False,False,True,True
Guntur,Tirupati,11.0,274.0,15.0,11.0,60,5.45,11.009174311926605,0.05474452554744526,0,True,False,False,False,False,False,False
Madurai,Tirupati,7.2,200.0,23.0,100.0,20,0.2,100.0,0.115,1,False,False,False,False,True,True,True
Madurai,Nellore,100.0,244.0,32.0,7.4,75,10.14,7.396449704142012,0.13114754098360656,0,False,True,False,True,False,True,False
Salem,Vellore,22.0,304.0,49.0,22.0,30,1.36,22.058823529411764,0.1611842105263158,1,False,False,True,False,False,True,True
Salem,Guntur,22.0,66.0,13.0,11.0,20,1.82,10.989010989010989,0.19696969696969696,0,False,True,False,False,False,True,False
Guntur,Vijayawada,100.0,378.0,7.0,22.0,30,1.36,22.058823529411764,0.018518518518518517,1,False,True,False,False,False,False,True
Chennai,Vijayawada,7.2,175.0,44.0,3.3,20,6.06,3.3003300330033007,0.25142857142857145,0,False,False,True,True,False,False,False
Kurnool,Chennai,100.0,91.0,25.0,11.0,40,3.64,10.989010989010989,0.27472527472527475,0,False,False,False,False,False,False,True
Madurai,Kurnool,7.2,539.0,13.0,22.0,40,1.82,21.978021978021978,0.02411873840445269,1,False,False,True,False,False,True,False
Tirupati,Nellore,150.0,476.0,49.0,3.3,60,18.18,3.3003300330033003,0.10294117647058823,0,False,False,False,True,False,False,False
Vijayawada,Madurai,150.0,83.0,2.0,22.0,40,1.82,21.978021978021978,0.024096385542168676,1,False,False,True,False,False,False,True
Coimbatore,Vellore,7.2,597.0,39.0,50.0,60,1.2,50.0,0.06532663316582915,1,False,False,True,False,True,True,True
Chennai,Guntur,22.0,254.0,17.0,11.0,30,2.73,10.989010989010989,0.06692913385826772,0,False,True,False,False,False,True,False
Vellore,Salem,3.3,14.0,14.0,11.0,75,6.82,10.997067448680351,1.0,0,True,False,False,False,False,True,True
Chennai,Tirupati,100.0,70.0,31.0,22.0,75,3.41,21.994134897360702,0.44285714285714284,1,True,False,False,False,False,True,False
Kurnool,Vijayawada,150.0,224.0,15.0,3.3,75,22.73,3.2996040475142983,0.06696428571428571,0,True,False,False,True,False,False,False
Madurai,Vijayawada,150.0,37.0,25.0,3.3,20,6.06,3.3003300330033007,0.6756756756756757,0,False,False,False,True,False,True,False
Chennai,Tirupati,50.0,400.0,15.0,3.3,60,18.18,3.3003300330033003,0.0375,0,False,False,True,True,False,True,False
Kurnool,Tirupati,22.0,275.0,42.0,3.3,60,18.18,3.3003300330033003,0.15272727272727274,0,False,True,False,True,False,False,False
Vijayawada,Tirupati,100.0,304.0,6.0,7.4,40,5.41,7.393715341959334,0.019736842105263157,0,False,True,False,True,False,False,False
Vellore,Vellore,22.0,446.0,15.0,22.0,75,3.41,21.994134897360702,0.033632286995515695,1,True,False,False,False,False,True,True
Vijayawada,Chennai,22.0,531.0,8.0,100.0,40,0.4,100.0,0.015065913370998116,1,False,True,False,False,True,False,True
Coimbatore,Tirupati,22.0,93.0,48.0,3.3,60,18.18,3.3003300330033003,0.5161290322580645,0,True,False,False,True,False,True,False
Madurai,Chennai,3.3,438.0,18.0,22.0,40,1.82,21.978021978021978,0.0410958904109589,1,False,True,False,False,False,True,True
Chennai,Vellore,150.0,101.0,49.0,3.3,75,22.73,3.2996040475142983,0.48514851485148514,0,False,False,False,True,False,True,True
Tirupati,Salem,3.3,467.0,3.0,100.0,40,0.4,100.0,0.006423982869379015,1,False,False,False,False,True,False,True
Tirupati,Vijayawada,3.3,322.0,40.0,11.0,20,1.82,10.989010989010989,0.12422360248447205,0,False,False,True,False,False,False,False
Chennai,Tirupati,50.0,147.0,35.0,11.0,40,3.64,10.989010989010989,0.23809523809523808,0,True,False,False,False,False,True,False
Salem,Vijayawada,11.0,57.0,13.0,22.0,75,3.41,21.994134897360702,0.22807017543859648,1,False,True,False,False,False,True,False
Kurnool,Salem,22.0,506.0,34.0,22.0,40,1.82,21.978021978021978,0.06719367588932806,1,False,True,False,False,False,False,True
Tirupati,Coimbatore,50.0,272.0,18.0,22.0,40,1.82,21.978021978021978,0.0661764705882353,1,False,False,True,False,False,False,True
Coimbatore,Vellore,50.0,200.0,46.0,7.4,50,6.76,7.396449704142012,0.23,0,True,False,False,True,False,True,True
Kurnool,Kurnool,150.0,347.0,27.0,50.0,30,0.6,50.0,0.07780979827089338,1,False,False,False,False,True,False,False
Chennai,Vellore,22.0,422.0,37.0,11.0,30,2.73,10.989010989010989,0.08767772511848342,0,False,False,False,False,False,True,True
Coimbatore,Nellore,22.0,219.0,25.0,3.3,40,12.12,3.3003300330033007,0.1141552511415525,0,False,True,False,True,False,True,False
Vijayawada,Tirupati,22.0,202.0,45.0,7.4,60,8.11,7.398273736128237,0.22277227722772278,0,False,False,False,True,False,False,False
